Travel & Places,place-other,🌃,Night with Stars
Animals & Nature,animal-marine,🐋,Whale
Objects,time,⌛,Hourglass Done
People & Body,hands,🤞,Crossed Fingers
Activities,event,🎫,Ticket
Objects,science,🩸,Drop of Blood
Smileys & Emotions,face,😎,Face with Sunglasses
Animals & Nature,animal-mammal,🐷,Pig Face
Symbols,alphanum,🈲,Japanese 'Prohibited' Button
Travel & Places,place-building,🏛️,Classical Building
Travel & Places,transportation,🏎️,Racing Car
Symbols,religion-zodiac,☪️,Star and Crescent
Activities,game,🧩,Puzzle Piece
Food & Drink,food-produce,🥥,Coconut
Symbols,arrow-av,↩️,Arrow Curving Left
Animals & Nature,plant-other,🌵,Cactus
Food & Drink,food-prepared,🥖,Baguette Bread
Symbols,emotion,💢,Anger Symbol
Symbols,transport-sign,🛂,Passport Control
People & Body,person,👴,Old Man
Objects,clothing,🧢,Billed Cap
Objects,stationery,📓,Notebook
Activities,sport,🥌,Curling Stone
Smileys & Emotions,face,😣,Persevering Face
Animals & Nature,sky-weather,🌨️,Cloud with Snow
Activities,arts-crafts,🧵,Thread
Travel & Places,transportation,🛢️,Oil Drum
People & Body,person-activity,🚣,Person Rowing Boat
Animals & Nature,plant-flower,🏵️,Rosette
Animals & Nature,animal-mammal,🐀,Rat
Objects,musical-instrument,🪊,Trombone
Objects,technology,🖲️,Trackball
Food & Drink,drink,🍸,Cocktail Glass
Objects,hotel,🧳,Luggage
Smileys & Emotions,face,😷,Face with Medical Mask
Symbols,warning,🚸,Children Crossing
People & Body,hands,🤏,Pinching Hand
People & Body,person-fantasy,🧜,Merperson
Animals & Nature,animal-bug,🐞,Ladybug
Food & Drink,food-sweet,🍰,Shortcake
Symbols,other-symbol,✅,Check Mark Button
Objects,tool,🦯,White Cane
Symbols,arrow-av,↘️,Down-Right Arrow
Symbols,geometric,🟫,Brown Square
Food & Drink,food-prepared,🍲,Pot of Food
Objects,clothing,👛,Purse
Animals & Nature,animal-bird,🦚,Peacock
Symbols,heart,💘,Heart with Arrow
Smileys & Emotions,face,😝,Squinting Face with Tongue
Objects,household,🪥,Toothbrush
People & Body,person,👰,Person with Veil
Objects,stationery,📩,Envelope with Arrow
Travel & Places,transportation,🛫,Airplane Departure
Food & Drink,food-produce,🍇,Grapes
People & Body,body-parts,🦵,Leg
Travel & Places,place-building,🕌,Mosque
Animals & Nature,sky-weather,⭐,Star
Animals & Nature,animal-mammal,🐿️,Chipmunk
Smileys & Emotions,face,☹️,Frowning Face
Symbols,alphanum,🈯,Japanese 'Reserved' Button
Flags,flag,🏳️,White Flag
Symbols,religion-zodiac,☮️,Peace Symbol
Smileys & Emotions,cat-face,😸,Grinning Cat with Smiling Eyes
Objects,writing,🖋️,Fountain Pen
Activities,event,🎋,Tanabata Tree
People & Body,hands,✌️,Peace Sign
Activities,sport,🏏,Cricket Game
Travel & Places,transportation,🛑,Stop Sign
Objects,office,📎,Paperclip
Travel & Places,place-geographic,🏔️,Snow-Capped Mountain
Objects,technology,📲,Mobile Phone with Arrow
Objects,clothing,🎓,Graduation Cap
Objects,sound,🔕,Bell with Slash
Smileys & Emotions,face,😱,Face Screaming in Fear
Food & Drink,food-prepared,🍱,Bento Box
Smileys & Emotions,face-costume,👾,Alien Monster
Objects,time,🕑,Two O'Clock
Activities,game,♟️,Chess Pawn
Symbols,arrow-av,⏯️,Play or Pause Button
Animals & Nature,animal-mammal,🐂,Ox
Symbols,alphanum,🅰️,Blood Type - A
Objects,stationery,✉️,Envelope
Symbols,punctuation,❓,Red Question Mark
Travel & Places,place-other,🎢,Roller Coaster
People & Body,person-activity,🕴️,Person in Suit Levitating
Animals & Nature,animal-marine,🦞,Lobster
People & Body,person,👮,Police Officer
Animals & Nature,sky-weather,🌕,Full Moon
Animals & Nature,plant-other,🪾,Leafless Tree
Smileys & Emotions,face,🫠,Melting Face
Objects,tool,🗜️,Clamp
Food & Drink,food-produce,🥝,Kiwi Fruit
Travel & Places,transportation,🛵,Motor Scooter
Travel & Places,place-map,🗺️,World Map
Travel & Places,place-building,🛖,Hut
Animals & Nature,animal-reptile,🐢,Turtle
Objects,money,💶,Euro Banknote
Food & Drink,dishware,🥄,Spoon
People & Body,hands,🫲,Leftwards Hand
Animals & Nature,animal-mammal,🐏,Ram
Smileys & Emotions,face,😈,Smiling Face with Horns
Objects,science,🩺,Stethoscope
Objects,household,🪒,Razor
Objects,clothing,👙,Bikini
Food & Drink,food-prepared,🧀,Cheese Wedge
Food & Drink,drink,🥂,Clinking Glasses
Symbols,arrow-av,⏭️,Next Track Button
Objects,stationery,📃,Page with Curl
Travel & Places,transportation,🚐,Minibus
Symbols,transport-sign,🚼,Baby Symbol
Symbols,alphanum,🆗,OK Button
Animals & Nature,sky-weather,🌛,First Quarter Moon Face
Symbols,religion-zodiac,♊️,Gemini Sign
Objects,technology,🖥️,Desktop Computer
People & Body,person,🤱,Breast-Feeding
Smileys & Emotions,face,☺️,Smiling Face
Symbols,heart,💞,Revolving Hearts
Symbols,emotion,💫,Dizzy
Animals & Nature,animal-bird,🐥,Front-Facing Baby Chick
Activities,event,🎃,Jack-O-Lantern
Activities,sport,⛳,Flag in Hole
People & Body,body-parts,👄,Mouth
Objects,music,🎚️,Level Slider
Animals & Nature,animal-mammal,🦫,Beaver
Symbols,other-symbol,☑️,Check Box with Check
People & Body,person-symbol,🗣️,Speaking Head
Smileys & Emotions,face,😃,Grinning Face with Big Eyes
Symbols,geometric,🔷,Large Blue Diamond
Food & Drink,food-produce,🥭,Mango
People & Body,person-activity,🏋️,Person Lifting Weights
Objects,clothing,👗,Dress
People & Body,hands,💅,Nail Polish
Travel & Places,transportation,⛽,Fuel Pump
Smileys & Emotions,monkey-face,🙈,See-No-Evil Monkey
Food & Drink,food-prepared,🍣,Sushi
Animals & Nature,animal-bug,🐛,Bug
Travel & Places,place-building,🏯,Japanese Castle
Smileys & Emotions,face,🤬,Face with Symbols on Mouth
People & Body,person-fantasy,🫈,Hairy Creature
Activities,game,🪅,Piñata
Objects,stationery,📅,Calendar
Objects,tool,🪚,Carpentry Saw
Symbols,arrow-av,↖️,Up-Left Arrow
Animals & Nature,sky-weather,🌥️,Sun Behind Large Cloud
Objects,other-object,🪦,Headstone
People & Body,person,👳,Person Wearing Turban
Symbols,alphanum,🈵,Japanese 'No Vacancy' Button
Animals & Nature,animal-mammal,🐺,Wolf
Objects,technology,⌨️,Keyboard
Objects,time,🕓,Four O'Clock
Food & Drink,food-sweet,🍯,Honey Pot
Travel & Places,transportation,⛵,Sailboat
Smileys & Emotions,face,🤧,Sneezing Face
Symbols,gender,⚧️,Transgender Symbol
Objects,lock,🔐,Locked with Key
Animals & Nature,plant-other,🪵,Wood
Objects,household,🧺,Basket
Symbols,warning,⛔,No Entry
Objects,clothing,🥾,Hiking Boot
Travel & Places,place-other,♨️,Hot Springs
Animals & Nature,animal-marine,🪸,Coral
Food & Drink,food-prepared,🍜,Steaming Bowl
People & Body,hands,☝️,Index Pointing Up
Symbols,religion-zodiac,🪯,Khanda
Animals & Nature,plant-flower,🌼,Blossom
Objects,musical-instrument,🪘,Long Drum
Food & Drink,food-produce,🧄,Garlic
Smileys & Emotions,face,🙃,Upside-Down Face
Animals & Nature,animal-mammal,🐃,Water Buffalo
Objects,stationery,📋,Clipboard
Animals & Nature,sky-weather,🪐,Ringed Planet
Travel & Places,transportation,🛬,Airplane Arrival
Activities,sport,🥎,Softball
Food & Drink,drink,🍵,Teacup Without Handle
Symbols,arrow-av,🛜,Wireless
People & Body,person,🤴,Prince
People & Body,person-activity,🧍,Person Standing
Activities,event,🎈,Balloon
Smileys & Emotions,face,🥺,Pleading Face
Symbols,alphanum,🆖,No Good Button
Symbols,heart,🩵,Light Blue Heart
Travel & Places,place-building,🕍,Synagogue
Objects,clothing,👞,Man's Shoe
Objects,technology,🪫,Low Battery
Food & Drink,food-prepared,🍡,Dango
Animals & Nature,animal-mammal,🐎,Horse
Travel & Places,transportation,🛩️,Small Airplane
Objects,tool,🪛,Screwdriver
Objects,office,✂️,Scissors
People & Body,body-parts,🫁,Lungs
Smileys & Emotions,face,🤮,Face Vomiting
Symbols,geometric,🟤,Brown Circle
Animals & Nature,animal-bird,🦢,Swan
People & Body,hands,🤘,Rock On!
Objects,science,🩹,Adhesive Bandage
Activities,award-medal,🥈,Second Place Medal
Objects,stationery,🗓️,Spiral Calendar
Animals & Nature,sky-weather,🌌,Milky Way
Activities,game,🕹️,Joystick
Food & Drink,food-produce,🍐,Pear
Smileys & Emotions,face,😜,Winking Face with Tongue
Symbols,transport-sign,🛅,Left Luggage
Symbols,arrow-av,⏺️,Record Button
Objects,household,🧻,Roll of Paper
People & Body,person,👦,Boy
Symbols,other-symbol,♻️,Recycling Symbol
Travel & Places,transportation,🚖,Oncoming Taxi
Smileys & Emotions,cat-face,😺,Grinning Cat
Symbols,alphanum,🔟,Ten
Animals & Nature,animal-mammal,🦘,Kangaroo
Objects,clothing,🥻,Sari
Symbols,religion-zodiac,♏️,Scorpio Sign
Objects,money,🪙,Coin
Food & Drink,food-prepared,🥟,Dumpling
Smileys & Emotions,face,😅,Grinning Face with Sweat
Travel & Places,place-geographic,⛰️,Mountain
Objects,sound,🔈,Speaker Low Volume
Symbols,emotion,💯,Hundred Points
Activities,sport,🥍,Lacrosse
Animals & Nature,plant-other,🍀,Four Leaf Clover
Objects,time,🕙,Ten O'Clock
Travel & Places,place-building,🏦,Bank
People & Body,hands,👋,Waving Hand
People & Body,person-resting,🛌,Person in Bed
People & Body,person-activity,👯,People with Bunny Ears
Objects,technology,📟,Pager
Animals & Nature,animal-bug,🪳,Cockroach
Animals & Nature,sky-weather,🌜,Last Quarter Moon Face
Objects,stationery,📑,Bookmark Tabs
Smileys & Emotions,face,🙁,Slightly Frowning Face
Travel & Places,transportation,🚂,Locomotive
Travel & Places,place-other,💈,Barber Pole
Activities,event,🎊,Confetti Ball
Animals & Nature,animal-marine,🐬,Dolphin
Animals & Nature,animal-mammal,🐕,Dog
Symbols,arrow-av,⬅️,Left Arrow
People & Body,person,👼,Baby Angel
Food & Drink,food-produce,🫜,Root Vegetable
Smileys & Emotions,face-costume,👹,Ogre
People & Body,person-fantasy,🧛,Vampire
Objects,tool,🪃,Boomerang
Objects,clothing,🦺,Safety Vest
Food & Drink,drink,🧉,Mate
Smileys & Emotions,face,😭,Loudly Crying Face
People & Body,family,👫,Woman and Man Holding Hands
Symbols,heart,💕,Two Hearts
Food & Drink,food-prepared,🧂,Salt
Symbols,alphanum,🈶,Japanese 'Not Free of Charge' Button
Activities,arts-crafts,🖼️,Framed Picture
Travel & Places,transportation,🚞,Mountain Railway
People & Body,hands,🤌,Pinched Fingers
Smileys & Emotions,face,🤢,Nauseated Face
Animals & Nature,sky-weather,🌫️,Fog
Symbols,geometric,🔻,Red Triangle Pointed Down
Animals & Nature,animal-mammal,🦍,Gorilla
Objects,household,🪠,Plunger
Objects,stationery,📘,Blue Book
Food & Drink,food-sweet,🍬,Candy
People & Body,body-parts,🧠,Brain
Animals & Nature,animal-reptile,🦖,T-Rex
Symbols,religion-zodiac,♑️,Capricorn Sign
Activities,game,🔫,Water Pistol
Objects,technology,🧮,Abacus
Travel & Places,place-building,🗽,Statue of Liberty
Animals & Nature,animal-bird,🐔,Chicken
People & Body,person,🤦,Person Facepalming
Smileys & Emotions,face,🫩,Face with Bags Under Eyes
Symbols,arrow-av,⏸️,Pause Button
Objects,clothing,👢,Woman's Boot
Travel & Places,transportation,🚚,Delivery Truck
Activities,sport,🥅,Goal Net
Symbols,warning,☣️,Biohazard
Food & Drink,food-prepared,🥠,Fortune Cookie
People & Body,person-activity,🏊,Person Swimming
Food & Drink,food-produce,🍋,Lemon
Symbols,alphanum,🔢,Input Numbers
Animals & Nature,animal-mammal,🦏,Rhinoceros
Travel & Places,place-map,🌐,Globe with Meridians
Objects,writing,🖌️,Paintbrush
Smileys & Emotions,face,😐,Neutral Face
Food & Drink,dishware,🍴,Fork and Knife
Objects,music,🎤,Microphone
People & Body,hands,🙏,Folded Hands
Animals & Nature,sky-weather,🌖,Waning Gibbous Moon
Objects,science,💊,Pill
Objects,stationery,🗒️,Spiral Notepad
Symbols,other-symbol,❇️,Sparkle
Travel & Places,transportation,🚦,Vertical Traffic Light
Animals & Nature,plant-other,☘️,Shamrock
Objects,tool,⚒️,Hammer and Pick
Activities,event,🎟️,Admission Tickets
Animals & Nature,plant-flower,🪷,Lotus
Smileys & Emotions,face,🤐,Zipper-Mouth Face
Objects,musical-instrument,🎹,Musical Keyboard
Objects,time,⏲️,Timer Clock
Objects,clothing,🩰,Ballet Shoes
Symbols,transport-sign,🏧,ATM Sign
People & Body,person,👧,Girl
Symbols,arrow-av,↙️,Down-Left Arrow
Food & Drink,food-prepared,🧇,Waffle
Objects,technology,💻,Laptop
Animals & Nature,animal-mammal,🐵,Monkey Face
Objects,other-object,🗿,Moai
Travel & Places,place-building,🕋,Kaaba
Smileys & Emotions,face,🤕,Face with Head-Bandage
Travel & Places,transportation,🚲,Bicycle
Symbols,heart,🤎,Brown Heart
Objects,office,📏,Straight Ruler
Food & Drink,drink,☕,Hot Beverage
Objects,household,🚽,Toilet
Travel & Places,place-other,🛝,Playground Slide
Animals & Nature,animal-marine,🐟,Fish
Symbols,alphanum,🈂️,Japanese 'Service Charge' Button
Symbols,religion-zodiac,♋️,Cancer Sign
Food & Drink,food-produce,🫐,Blueberries
Animals & Nature,sky-weather,🌝,Full Moon Face
People & Body,hands,🤜,Right-Facing Fist
Objects,stationery,📚,Books
Animals & Nature,animal-bug,🐌,Snail
Symbols,emotion,💥,Collision
Smileys & Emotions,face,😑,Expressionless Face
People & Body,person-activity,🏃,Person Running
Activities,sport,🤿,Diving Mask
Symbols,geometric,🔶,Large Orange Diamond
Objects,clothing,👖,Jeans
Flags,flag,🚩,Triangular Flag
Animals & Nature,animal-mammal,🦙,Llama
Activities,game,🎱,Eight Ball
People & Body,body-parts,🦻,Ear with Hearing Aid
Travel & Places,transportation,🚔,Oncoming Police Car
Food & Drink,food-prepared,🥘,Shallow Pan of Food
People & Body,person,🧔,Person with Beard
Symbols,arrow-av,🔄,Counterclockwise Arrows Button
Smileys & Emotions,face,😇,Smiling Face with Halo
Objects,money,💴,Yen Banknote
Animals & Nature,animal-bird,🪿,Goose
People & Body,person-fantasy,🧝,Elf
Objects,technology,☎️,Telephone
Objects,tool,⚖️,Balance Scale
People & Body,person-symbol,👥,People in Silhouette
Animals & Nature,sky-weather,⛈️,Cloud with Lightning and Rain
Symbols,alphanum,🈷️,Japanese 'Monthly Amount' Button
Smileys & Emotions,face,😉,Winking Face
Objects,stationery,📪,Closed Mailbox with Lowered Flag
Animals & Nature,animal-mammal,🦝,Raccoon
Activities,event,🎄,Christmas Tree
People & Body,hands,🫶,Heart Hands
Travel & Places,transportation,🚓,Police Car
Travel & Places,place-building,💒,Wedding
Food & Drink,food-produce,🍉,Watermelon
Objects,clothing,🥽,Goggles
Smileys & Emotions,cat-face,😾,Pouting Cat
Food & Drink,food-prepared,🍳,Cooking
Smileys & Emotions,face,🤓,Nerd Face
Animals & Nature,plant-other,🍄,Mushroom
People & Body,person,💇,Person Getting Haircut
Travel & Places,place-geographic,🏞️,National Park
Objects,household,🛋️,Couch and Lamp
